,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,spotify_id
"('Loch Raven', 'Animal Collective')",0.72,0.526,299147,0.456,0.809,0,0.0715,-12.604,1,0.0325,119.545,4,0.181,2QhekhXyyv08O3GAWuhklR
"('Armagideon Time', 'Willie Williams')",0.0103,0.705,309000,0.265,0.0156,5,0.107,-21.536,1,0.0898,79.251,4,0.264,2Damp6BWW7SS5cx747qjUp
"('Deniz Üstü Köpürür', 'Cem Karaca')",0.694,0.413,249960,0.427,0.0961,8,0.154,-12.972,1,0.0649,101.426,3,0.231,0dcbScOq3h2kP4mPIVql6d
"('The Beat Dies', 'The Raveonettes')",0.0823,0.374,223707,0.55,0.0134,8,0.128,-4.841,1,0.0331,115.911,3,0.348,5dZOuFQ5QaPYP9cl8s8Rxa
"('Black Foliage (Itself)', 'The Olivia Tremor Control')",0.00712,0.169,174512,0.563,0.0692,5,0.622,-10.491,0,0.0373,99.579,4,0.533,3JsrzNokPddRU7Y14saf9n
"('Snowball In Negative', 'The Divine Comedy')",0.906,0.229,280213,0.21,0.261,2,0.0878,-13.793,0,0.0355,147.9,3,0.197,5tBBB0df8gxtGqScJptCcc
"('Queen Of Bees', 'Witchcraft')",0.12,0.349,313027,0.674,0.00755,4,0.119,-5.817,1,0.0317,146.14,4,0.218,2u7atOViuv0YhDZn2w48zv
"('Hide And Seek', 'Imogen Heap')",0.909,0.451,268980,0.166,0,9,0.19,-11.125,1,0.0696,121.123,4,0.0901,7mMlbJlXXo2mRtQ4R9sIzD
"('She Spider', 'Mew')",0.00471,0.452,277467,0.646,0.00646,2,0.0851,-6.911,1,0.0379,146.857,4,0.258,4U6i1B8BriFnPWLpmIp4Ln
"('The Receptive', 'Younger Brother')",0.0132,0.555,357640,0.885,0.0491,7,0.507,-6.57,1,0.0428,169.968,4,0.276,0vRuSTwlFfezlRxAHiRIwK
"('Window Blues', 'Band Of Horses')",0.187,0.586,241307,0.378,4.63e-05,9,0.0654,-8.101,1,0.0275,107.874,4,0.177,3Wqp7BLVOKgJl2DY3VvbBG
"('Black Stooges', 'Melvins')",2.62e-06,0.692,31266,0.915,0.971,6,0.133,-10.864,1,0.099,130.222,4,0.937,13BbeBygv7LqajrQZmOdkd
"('Stay', 'Coal')",8.3e-05,0.455,186897,0.729,0.000591,3,0.0781,-5.487,1,0.0315,160.014,4,0.431,5GabY0AzxptcCfz8u8ZcqJ
"('La Belle Et La Bête', 'Babyshambles')",0.0457,0.514,305240,0.634,0.000497,7,0.203,-8.969,1,0.0399,108.559,4,0.482,1XYczTBpSPdMP6QHg0SxlU
"('Gimme Stitches', 'Foo Fighters')",0.00175,0.543,222200,0.958,0.00286,2,0.263,-4.215,1,0.0685,111.85,4,0.532,3zgFz1o1N0hMHDzXS0fpIp
"('Ten Words', 'Joe Satriani')",0.00952,0.306,208283,0.616,0.937,0,0.209,-5.619,1,0.0323,179.625,4,0.194,7fumRmsJgKUj0Zl8OaRJlW
"('Disco: The Secretaries Blues', 'Beulah')",0.191,0.381,206067,0.838,5.4e-05,7,0.0773,-6.62,1,0.134,124.229,4,0.36,3gYkQgg5kr5v8GVm0oHNeY
"('Smoke, Smoke, Smoke That Cigarette', 'Tex Williams')",0.748,0.653,163333,0.716,0,4,0.062,-7.443,1,0.366,124.51,4,0.877,7nskxCYXAwoKiJkZzUMcJo
"('Insane', 'Obituary')",1.11e-05,0.279,205480,0.972,0.0351,2,0.266,-5.609,1,0.109,139.638,4,0.11,6YDxDa7pZwuAE3PrONTwLr
"('Dying Star', 'Technoir')",0.000183,0.494,321453,0.96,0.0991,1,0.411,-4.398,1,0.0401,120.0,4,0.23,2TYsm5XZnm1IXYFHzovPOH
"('Water Stop', 'Dispatch')",0.131,0.493,265720,0.764,1.93e-06,9,0.133,-5.605,0,0.0714,200.41,4,0.552,4rDGWgNyDpxmtsuwLtF0R3
"('Fallen Souls', 'Ours')",0.000531,0.414,240067,0.721,0.00439,1,0.104,-5.08,0,0.0399,134.139,4,0.18,77nIqokSMEObFyncg7fvjV
"('Rattlesnake Shake', 'Mick Fleetwood')",0.0799,0.549,231773,0.756,0.0499,7,0.237,-10.475,1,0.0321,101.014,4,0.79,2cCarKK7mpN85aRG73DNDG
"('Depends', 'Blink-182')",0.00508,0.587,168773,0.683,0,2,0.572,-10.468,1,0.395,105.537,5,0.463,747T9seMKmzrFQq879ICjU
"('Floods', 'Flin Flon')",2.4e-05,0.745,151373,0.807,0.00162,0,0.0991,-7.887,1,0.0349,150.001,4,0.579,5vTs9Dk526ibnpCEvjMzLH
"('Magnetized', 'Laura Veirs')",0.949,0.525,157427,0.18,0.00171,6,0.105,-13.089,1,0.0371,126.199,4,0.36,0voZm98MjJCR5T50TJpD9A
"('I Get Around', 'The Beach Boys')",0.36,0.39,134387,0.625,0,9,0.0663,-7.813,0,0.0537,144.338,4,0.514,3v9xlH6BpmRbqL7hgNJhfT
"('Making Plans For Nigel', 'Xtc')",0.0143,0.632,253800,0.893,5.29e-06,7,0.0741,-6.04,1,0.0454,149.97,4,0.773,1XT5kxg6Tk0ukCO2vBQN4v
"('Slide (Live)', 'The Goo Goo Dolls')",0.000136,0.461,219035,0.924,0.000458,7,0.998,-6.99,1,0.0422,113.425,4,0.409,3PTRMWp4W8aaQWPoGGs1bG
"('Blue Skies', 'Special Needs')",0.000106,0.507,226920,0.801,0,4,0.0858,-6.858,1,0.0448,148.068,4,0.518,06yp9CHhcRxm3t2z2p2OlZ
"('A Tender History In Rust', 'Do Make Say Think')",0.785,0.25,307307,0.313,0.918,5,0.158,-13.572,1,0.0275,88.579,3,0.156,1FAtxiYKOM89l41TPWLrp2
"('The Will Of One', 'The Protomen')",0.00181,0.296,249507,0.847,0.00815,5,0.68,-5.089,1,0.0455,150.221,4,0.336,0H4CZtqWkgELMfWIfSAUE9
"('Boubacar', 'Bill Frisell')",0.916,0.536,375120,0.278,0.805,4,0.0992,-15.073,0,0.0386,139.341,4,0.457,3WFOeWB1FaPmOSZFWzAY3n
"('9Pm (Till I Come)', 'Atb')",0.0276,0.672,193880,0.941,0.926,9,0.149,-6.427,0,0.0494,130.218,4,0.754,1CgbwsrNDlFrRuk2ebQ7zr
"('Away With Murder', 'Camera Obscura')",0.0161,0.378,248080,0.624,5.17e-05,1,0.366,-7.407,1,0.0397,118.22,4,0.259,2YNLU3kiUZMepwIOh9Vcuz
"('Spinning Jenny', 'Skyclad')",0.00208,0.585,165787,0.882,1.84e-06,11,0.0673,-5.779,0,0.0372,120.435,4,0.964,2H0CIVyrrKOYTpiVwJTM0f
"('Lazy Flies', 'Beck')",0.0715,0.541,223467,0.632,0,0,0.13,-5.659,1,0.0273,146.216,3,0.623,5PdkLMUMu8n0L0c9wbogEr
"('Lean Wit It, Rock Wit It', 'Dem Franchize Boyz')",0.082,0.886,229813,0.62,0,5,0.1,-5.854,1,0.307,76.035,4,0.6,7cVmKBwzPsh4Fmb6SplfEm
"('Kill The Rock', 'Mindless Self Indulgence')",0.145,0.7,120867,0.899,1.34e-06,11,0.475,-6.643,0,0.0785,145.804,4,0.903,6RLwpyxZMmM0aUAsppr6pN
"('Mi Furia Paranoica', 'Iván Ferreiro')",0.0684,0.531,205680,0.688,3.12e-06,4,0.127,-6.954,0,0.0319,135.98,4,0.315,3vZEnxRjHgvX7FhbZDxdVV
"('Lying Is The Most Fun A Girl Can Have Without Taking Her Clothes Off', 'Panic At The Disco')",0.106,0.66,200227,0.799,0,8,0.154,-4.644,1,0.0995,125.966,4,0.475,5eB7w8UZJKjL5XmnC6Pctg
"('All Day And All Of The Night', 'The Kinks')",0.262,0.551,141507,0.86,4.57e-06,7,0.0558,-7.839,1,0.0796,136.921,4,0.723,78JmElAFmrPNhLjovDR9Jm
"('Judgement Hour', 'The Tear Garden')",0.0279,0.777,375440,0.223,0.00339,2,0.133,-12.776,1,0.0894,62.251,4,0.469,3YkVgwsKzQSqX3BdlFyCIM
"('Cause = Time', 'Broken Social Scene')",0.00108,0.389,330853,0.559,0.00848,0,0.217,-8.535,1,0.0394,148.007,4,0.346,17z65LFVRqSVJCMyjfrBm9
"('Liar In The Glass', 'Eyes Set To Kill')",3.65e-05,0.255,238067,0.919,0.0118,2,0.197,-3.769,1,0.143,91.978,4,0.411,1RdcVFPVzB5G5ataaRCq4Y
"('I, Partisan', 'Broadway Project')",0.014,0.351,288800,0.659,0.876,2,0.118,-12.629,0,0.059,159.542,3,0.327,6lUJ8AP7R3lUmMwZXAM2Pt
"('Pushin (Original Mix)', 'Adam K & Dataworx')",0.0686,0.558,188965,0.803,0.00383,1,0.224,-5.955,1,0.0344,128.053,4,0.385,31WJRcrBGMLG6rAtVPMldv
"('She Is Beautiful', 'Andrew W.K.')",0.000241,0.445,213840,0.955,0.000293,2,0.126,-4.057,1,0.0715,166.196,4,0.719,4rQatGGd4NNNNa1znkA9aO
"('Pick-Me-Up Uppercut', 'Pop Levi')",0.149,0.535,206315,0.881,0,6,0.912,-4.283,0,0.232,158.993,4,0.537,2e5qVzkHdc3JK7Qu75GVGJ
"('Nothing To Lose', 'The Brian Jonestown Massacre')",0.345,0.584,172333,0.45,0,2,0.28,-8.87,1,0.0389,124.653,4,0.573,6AL69cuXT08WjLYcEcqOrQ
"('Motion', 'Paul Oakenfold')",0.00208,0.624,384000,0.794,0.283,3,0.0704,-8.494,0,0.0453,135.045,4,0.963,37KpO1s1elejAOh9VFIE9T
"('Casiotone Nation', 'Soul Coughing')",0.0366,0.497,230227,0.89,0.00228,1,0.147,-10.755,1,0.102,100.842,4,0.357,6u3iLH2kJ8ru5CQjYHLRyd
"('Lion Youth', ""Le Peuple De L'Herbe"")",0.132,0.797,366160,0.907,0.804,10,0.114,-8.48,0,0.0937,168.02,4,0.62,7izCUsdv4hNEEFQqcf5ML2
"('A Blood Red Path', 'Jedi Mind Tricks')",0.39,0.397,55733,0.896,0.0104,1,0.561,-7.815,1,0.483,82.997,4,0.577,7t6PODd3TyuxHT0vqQU9RF
"('Ageispolis', 'Aphex Twin')",0.00903,0.645,323187,0.393,0.89,6,0.364,-17.543,0,0.043,101.757,4,0.441,7KRQoq9GeWeCm0ZAXg5XMb
"('Visions Of Nasca', 'Astral Projection')",0.000151,0.776,502467,0.95,0.92,7,0.0348,-6.393,1,0.0569,137.995,4,0.26,59L6bZvScpFrp1L1cYNe2q
"('O Preguicoso', 'Intuit')",0.0683,0.632,382253,0.798,0.811,7,0.063,-7.662,1,0.0378,107.994,4,0.388,6FcmlAYyqio68T3vHrwDhh
"('3 Peat', 'Lil Wayne')",0.00114,0.616,199427,0.632,0,6,0.0844,-7.562,0,0.386,79.811,4,0.47,58PWl2rA7lU90UBvDufzWm
"('Alive!', 'The 69 Eyes')",0.000731,0.296,159920,0.984,0,7,0.0599,-4.957,1,0.223,162.097,4,0.271,4zugkEFgMOWb01DZjrzyHy
"('Watch How It Go Down Remix (Feat. Papoose & Lil Fame Of M.O.P.)', 'Termanology')",0.0187,0.544,187813,0.849,0.00412,7,0.664,-6.585,1,0.344,92.353,4,0.674,14slqxuOA0kViMknxnF4PL
"('Prostíbulo Do Inferno', 'Zumbis Do Espaço')",0.00292,0.586,83507,0.745,0.816,7,0.217,-4.147,1,0.0372,113.162,4,0.962,13JzUQS8BQElN8hOxjYHsW
"('Breathe', 'Michelle Branch')",0.0279,0.644,211773,0.753,0.00227,6,0.108,-4.296,1,0.0391,117.148,4,0.209,635mzxhITS1xY3AVSLKgyD
"('He Can Only Hold Her', 'Amy Winehouse')",0.0262,0.651,164880,0.835,0.00685,6,0.056,-4.311,0,0.0649,98.411,4,0.692,0sSdFMuYrn3N9moumV466B
"('Non Photo-Blue', 'Pinback')",0.0226,0.744,223600,0.844,0.128,11,0.084,-6.672,0,0.0372,150.505,4,0.929,6HaOMYxK6faU2yC0FMF92i
"('Hit The Heartbrakes', 'Black Kids')",0.000839,0.523,224920,0.92,0,1,0.3,-3.381,0,0.0525,122.98,4,0.568,6XetDleVJnCxOZK2ILx4b5
"(""This Town Ain'T Big Enough For The Both Of Us"", 'Siouxsie And The Banshees')",0.000396,0.68,188867,0.96,8.44e-06,9,0.121,-5.578,0,0.06,129.109,4,0.463,1lc3fDoaJfulun0scRNXDJ
"('Passing Afternoon', 'Iron & Wine')",0.61,0.519,231760,0.515,5.66e-05,5,0.107,-9.448,1,0.031,80.329,4,0.714,0iWUW8UNkmyUa8Aa6anow6
"('Excess Baggage', 'Staind')",0.913,0.537,278639,0.0747,0.00555,10,0.0993,-19.184,0,0.029,77.991,3,0.211,4AHZo8IPJYRvqYJuOgKOe2
"('Come Along', 'Icecream Hands')",0.036,0.379,231907,0.813,0.181,7,0.0939,-4.222,1,0.0379,111.033,4,0.423,7jT5uskPqUyIpMWVQkjpN9
"('Beer', 'Reel Big Fish')",0.000772,0.591,210533,0.869,4.06e-06,0,0.085,-6.205,1,0.106,104.43,4,0.859,7qEm8Z4KFLdCMlv96KykVd
"('Black Leather', 'Klinik')",0.00437,0.683,192040,0.834,0.716,11,0.0786,-6.967,1,0.0504,116.532,4,0.694,24S61PW98ieDPXfJPePKOZ
"('Just Apathy', 'Tally Hall')",0.0942,0.614,191867,0.522,0,7,0.0883,-7.822,1,0.0451,159.996,4,0.287,7zCtLJNfkx82oqi1RUDSIU
"('Edie (Ciao Baby)', 'The Cult')",0.0767,0.478,286533,0.809,0.00111,7,0.209,-9.158,1,0.0458,102.108,4,0.297,3KTYf4XJ0Ghd8EiIhGM1Nb
"(""Je T'Adore"", 'Montefiori Cocktail')",0.0994,0.719,326933,0.901,0.795,9,0.244,-10.24,0,0.0394,97.998,4,0.478,2lolSBi7phzxxZDoKVrR4F
"('Visa Vid Vindens Ängar', 'Håkan Hellström')",0.302,0.172,314293,0.659,0.0492,11,0.263,-5.677,1,0.032,102.605,3,0.336,0fmQ692NrBq51GSFVNV3og
"('Going Nowhere', 'Cut Copy')",0.108,0.614,228040,0.876,0.00035,1,0.134,-6.474,1,0.0507,124.868,4,0.414,4u6gJZKuSbGbcgIEkhlyjb
"('Baby When The Light (Feat. Cozi)', 'David Guetta')",0.0259,0.587,208027,0.748,0,0,0.145,-7.621,1,0.035,129.956,4,0.25,5bJ3imTI0ErWNsFWEgi5F8
"('B. Murphy', 'Flykkiller')",0.147,0.627,234507,0.868,0.709,1,0.0792,-4.872,1,0.0494,103.997,4,0.237,6R4494mlbp5BCwddl6ofed
"('October', 'Naomi')",0.548,0.648,277530,0.623,0.00187,10,0.112,-6.915,1,0.0518,99.978,4,0.318,3JGsQuctGlGro2jLsvjqMd
"('Nujerra Ihminen', 'Mokoma')",7.46e-06,0.356,241067,0.997,0.00389,6,0.128,-3.758,0,0.163,153.095,4,0.0679,2GVXnNs1vA3SzqKz4y2fLd
"('Slips And Tangles', 'The Weakerthans')",0.8,0.274,177800,0.261,0,0,0.0911,-11.208,1,0.0296,165.777,3,0.163,5cPCxy4tHNrjTjWzZU3Fk9
"('Letterbomb', 'Green Day')",0.00089,0.317,460000,0.958,0.000184,9,0.103,-4.051,1,0.0989,137.921,4,0.422,3RBXNeUbe3X7ZBch00D2St
"('Landslide', 'Unbelievable Truth')",0.403,0.549,199000,0.506,0.0756,9,0.0831,-10.883,0,0.0518,93.56,4,0.185,4TgFlZV1cyJ8o9qVF0xeqI
"('Radio/Video', 'System Of A Down')",0.173,0.361,249227,0.921,6.95e-06,6,0.358,-2.468,0,0.0717,139.259,4,0.466,41pOIT2t1rvr2Trg1HQChZ
"(""Burnin' And Lootin'"", 'Bob Marley & The Wailers')",0.0102,0.807,180267,0.487,1.98e-06,9,0.0501,-10.456,1,0.0758,148.491,4,0.651,1P49MJhU5vzttesFxw3dOM
"('Honey Bee', 'Madrugada')",0.848,0.497,333093,0.425,0.121,0,0.126,-11.589,0,0.0265,134.31,4,0.156,0T5UvWUZLuOWIRBpqXnNTd
"('Terror', 'Kmfdm')",1.21e-05,0.492,289893,0.987,0.471,9,0.153,-2.927,0,0.0923,94.42,4,0.389,6TJsBBWRxwIRFS3ntoOUrU
"('Hitched', 'The Kills')",0.0248,0.459,242800,0.823,0.544,9,0.202,-4.36,1,0.0345,150.304,4,0.146,487vhYwNaKj1GxJ78FC2h9
"(""He Wasn'T There"", 'Lily Allen')",0.663,0.699,172773,0.694,0.000235,5,0.0947,-8.005,1,0.0514,141.356,4,0.903,172Ju87X9HvA1dyQNkAvf4
"('Unleash The Bastards', 'Municipal Waste')",0.00117,0.341,116920,0.982,0.207,9,0.0725,-4.255,1,0.155,105.855,4,0.492,0d7ZSzBzMW5QLIQiuRm83a
"('Rickshaw', 'Akimbo')",0.00346,0.147,203093,0.913,0.0166,9,0.623,-4.801,0,0.126,160.903,4,0.126,2vgnDppOIhs4S6OjTs43qh
"('Lazy Busy', 'Montefiori Cocktail')",0.539,0.785,343533,0.675,0.866,10,0.15,-7.731,1,0.0306,120.001,4,0.717,152ZpOcVZcj0NjhvKnqFV1
"('Bossalino', 'Martin Tillman')",0.915,0.242,328533,0.238,0.826,1,0.12,-15.01,1,0.0316,88.372,4,0.154,6hac6UCd9aJSzoL47wHqAC
"('Never Say Never', 'Queens Of The Stone Age')",0.0275,0.522,262333,0.919,0.0474,9,0.118,-3.884,1,0.0863,150.01,4,0.736,5wGgUUUYMdXF86jhyqoVQU
"('Rose', 'A Perfect Circle')",0.00601,0.499,205973,0.665,0.288,11,0.116,-8.652,1,0.0445,119.83,3,0.188,2s8e50CKIAHOQLVCDXuBhO
"('Disease', 'Swing Kids')",0.00414,0.439,163640,0.619,0.869,9,0.696,-10.4,1,0.0677,120.826,4,0.42,65fXP8NRWBZTZvkrkOrTYV
"('Call To Arms', 'Tragedy')",2.31e-06,0.106,168733,0.948,0.899,11,0.268,-5.064,0,0.108,91.032,4,0.221,4VmYLBDZMnevwTUKq5BKSF
"('Affectio', 'Yannis Kyriakides')",0.906,0.361,44893,0.394,0.117,2,0.145,-21.923,1,0.0903,134.023,4,0.352,6H3tibjjTbKFOU1DekninA
"('Look And Feel Years Younger', 'Brad Sucks')",0.176,0.57,280627,0.822,7.34e-06,5,0.185,-7.211,1,0.0812,95.009,4,0.581,26tVUcHq2nYLhA895WK40Q
"('Perfect Disguise', 'Modest Mouse')",0.73,0.517,152000,0.359,0.207,9,0.314,-10.166,1,0.032,123.848,4,0.141,1cQqX6dPyzsP8TCeT0auEu
"('Barbossa Is Hungry', 'Klaus Badelt')",0.0709,0.259,246120,0.532,0.934,4,0.107,-8.953,0,0.038,133.864,4,0.124,27aOrdzMTju0fdYJTCNDXd
"('No Hesitation', 'The 69 Eyes')",0.00517,0.583,223707,0.925,0.416,7,0.204,-4.933,0,0.0686,140.078,4,0.64,0Xhz8YtRdNqswI4IJ8du1E
"('Do What You Want', 'Ok Go')",0.000735,0.506,186013,0.881,0.0127,4,0.189,-1.675,1,0.0625,135.04,4,0.755,0vDbPNJToCssVuKVaRXz6o
"('Atrocities', 'Antony And The Johnsons')",0.456,0.164,233000,0.2,0.251,7,0.0754,-13.943,1,0.0447,177.958,4,0.0399,2UAWaiN5xfTWeNrSrhRUIp
"('Beast Of Prey', 'Marduk')",2.92e-06,0.0734,247067,0.992,0.69,3,0.0926,-4.753,1,0.0961,187.929,4,0.0346,5SZHQdrLhanKDQsbscDOSh
"('Valerie', 'Brother Firetribe')",2.81e-05,0.425,291280,0.815,0.000101,7,0.276,-3.572,0,0.0324,119.893,4,0.187,0Mc3FgXCzIhwQlZCe3H1bA
"('I Giorni Della Monotonia', 'Franco Battiato')",0.00397,0.547,196867,0.63,0.000112,0,0.313,-7.359,1,0.0305,107.983,3,0.194,58NZL3ZAwS4OxeJBUcRjqn
"('Black Mona Lisa', 'Lamya')",0.666,0.427,262467,0.539,0,4,0.148,-8.708,0,0.136,160.354,4,0.182,1Sc2bRLJATLuKyy3C69H4R
"('Dolgemátki', 'Adjágas')",0.8,0.837,197867,0.491,0,7,0.0884,-8.796,0,0.0941,74.99,4,0.792,3xX3I1iYm4j54epJqrYXA2
"('Ett Fall & En Lösning', 'Bob Hund')",0.00176,0.428,265693,0.866,0.16,9,0.135,-5.918,1,0.123,132.325,4,0.173,7a9AWemZMFKukItx542pls
"('Dementia', 'Tristania')",0.0013,0.139,141973,0.177,0.0011,7,0.0854,-10.977,0,0.0364,179.701,4,0.0376,06ahFCSV58ooTbv0AGeQf9
"('Biçare', 'Taksim Trio')",0.937,0.516,460440,0.335,0.843,4,0.0991,-9.191,0,0.0295,101.977,4,0.0662,0p0dR8t4lqyMrXUWw4fJPW
"('Problems', 'Bran Van 3000')",0.00471,0.701,99200,0.604,0.0257,1,0.304,-7.957,1,0.0614,145.337,4,0.582,5ZSzNAm3L3Odfh1wGrBJsj
"('Fort Battle', 'Trevor Jones & Randy Edelman')",0.139,0.179,169067,0.236,0.826,0,0.197,-15.529,1,0.0419,78.045,3,0.138,28BMJNUEpAFUiPOBCk3Xw2
"('The Next Time Around', 'Little Joy')",0.844,0.748,156947,0.605,0.0711,10,0.128,-7.987,1,0.0316,120.019,4,0.964,6sT8KTifge2F0lcdtyDkDa
"('The Ghost Of Eppeepee’S Ghost', 'Giraffes? Giraffes!')",0.473,0.318,118440,0.918,0.362,9,0.236,-8.822,1,0.107,87.128,4,0.037,3WveeuThnDje9bnBg7ix6I
"('The Arrest', 'Andrew Lloyd Webber')",0.538,0.544,199427,0.612,0,5,0.102,-9.182,1,0.278,108.279,4,0.48,5q7XvlIlspcMJ9vQ2Mv7X7
"(""We Share Our Mother'S Health"", 'The Knife')",0.00126,0.762,449613,0.628,0.271,1,0.0852,-11.231,1,0.0493,123.004,4,0.323,2KKTfBO8pKt8bkvzEjoEIq
"('Bus Stop Bitties', 'Rjd2')",0.0155,0.773,264627,0.721,0.0359,1,0.0787,-4.492,0,0.0599,103.344,4,0.258,0hQgdzAK7MDnlCUmavsvlN
"('You May Start', 'Klangstabil')",0.0045,0.641,368500,0.837,0.767,7,0.0858,-4.816,1,0.0577,117.976,4,0.443,2DMFbQz8JLbSPNBC9zwjIa
"('Plan A', 'The Dandy Warhols')",0.00241,0.566,241573,0.845,5.85e-05,0,0.0921,-4.867,1,0.0253,103.51,4,0.393,52o1Tg2RAlXcoKC1biaDpV
"('Good Stuff', 'Clor')",0.00123,0.718,232173,0.764,0.016,2,0.116,-5.462,1,0.034,144.96,4,0.831,7hn16NVIidJUfnQN1oI5xX
"('Embraceable You', 'Charlie Parker')",0.986,0.495,227307,0.178,0.678,5,0.216,-12.717,1,0.0375,63.821,4,0.451,7qdb2UmNDbYfAxWupJlk12
"('Kissed By A Kisser', 'Xploding Plastix')",0.0398,0.669,406947,0.676,0.603,2,0.103,-7.044,0,0.0274,124.015,4,0.322,482vqAEQqGdU6rCAvPSXG9
"('Village Green', 'The Kinks')",0.234,0.557,171693,0.948,0,7,0.0658,-7.168,1,0.0597,97.425,4,0.642,0YZi8Zobeuzdu5krA17N3Q
"('Reason To Believe', 'Moving Targets')",9.31e-06,0.433,183427,0.861,0.125,2,0.246,-10.504,0,0.0361,151.452,4,0.639,3OL3xxLzc933m3HMqGkTUd
"('Fucking On The Dancefloor (John B Remix)', 'Dirty Sanchez')",0.000236,0.529,336813,0.894,0.000311,11,0.0682,-7.585,0,0.153,173.96,4,0.394,0BQGSso4bgRVy0E4pHvmAk
"('Acid On Sea', 'Ceephax Acid Crew')",0.00246,0.788,249987,0.978,0.869,9,0.135,-9.644,1,0.0606,127.833,4,0.91,3vTGxW32B70uY5BherMNkN
"('No Easy Love', 'Annie')",0.0938,0.834,242091,0.8,0.363,7,0.277,-5.957,0,0.155,102.11,4,0.637,3dyDuEiqygRfERgXZx3nRy
"('Fuel', 'Metallica')",2.3e-05,0.491,269733,0.951,0.00354,1,0.0424,-3.775,1,0.0465,106.948,4,0.555,1tTPC0hsnXq1IGpvWY54JC
"('Take Me Away', 'Lifehouse')",0.000211,0.451,288560,0.911,0.00312,2,0.0741,-5.534,1,0.0379,93.813,4,0.25,4wyhA7dn0Kqt6ccV0PMODZ
"('Luau', 'Drive Like Jehu')",0.000232,0.409,567707,0.942,0.265,4,0.0867,-7.046,1,0.0697,152.984,3,0.521,0rcBONdvQcvSHARoEVbfSO
"('Stop Singing', 'Mount Eerie')",0.837,0.525,179815,0.342,0.571,7,0.114,-20.137,1,0.0708,138.886,4,0.192,3RUJ5JNb6QcZe4gqc1N2iZ
"('Old Yellow Bricks', 'Arctic Monkeys')",0.000185,0.663,187133,0.839,4.65e-06,0,0.0808,-4.453,1,0.0695,135.155,4,0.75,3BcQFPRZuuUClWStz29WjN
"('S.O.S. (Anything But Love)', 'Apocalyptica')",0.0015,0.394,259640,0.712,2.69e-05,2,0.246,-4.697,0,0.038,103.813,4,0.0465,5iFL34FWjrp7FvGuQoiJkH
"('She Will Only Bring You Happiness', 'Mclusky')",0.153,0.626,207867,0.892,0,9,0.0804,-4.371,1,0.033,109.454,4,0.822,54Q9TTP1R3migbEbf1Kd4d
"('Oregon', 'Clutch')",0.00981,0.36,323533,0.898,0.294,9,0.252,-5.519,1,0.0591,134.437,4,0.534,5MnypcmxskfquVaLfY4v9Q
"('Love Wont Change My Mind', 'Zillionaire')",0.00699,0.581,270708,0.667,9.18e-05,4,0.136,-8.344,0,0.0302,133.96,4,0.503,1zdYIvSj7RZn2fiufSbFO6
"('White Palms', 'Black Rebel Motorcycle Club')",0.0591,0.345,295497,0.905,0.356,8,0.0657,-3.567,0,0.0386,147.874,4,0.698,41O4GaerlUnyKVKQpFIebN
"('The Best Things In Life', 'Half Man Half Biscuit')",0.0107,0.45,179640,0.823,2.94e-05,7,0.0858,-11.304,1,0.0493,133.875,4,0.587,6MCV27gokYCa6b1ko43UUy
"('Cherry Tree', '10,000 Maniacs')",0.00692,0.605,191827,0.606,5.89e-06,9,0.251,-15.816,1,0.0337,140.073,4,0.843,2fyrd12bgmdSd0OgmCRN2H
"('Starfuckers, Inc.', 'Nine Inch Nails')",0.000304,0.494,299250,0.937,0.537,11,0.723,-6.037,0,0.0632,145.994,4,0.366,5RxKqRKJva5ZcVa0ltdxuX
"('Sure Thing', 'St. Germain')",0.501,0.772,380498,0.451,0.7,0,0.213,-12.242,1,0.0551,96.086,4,0.558,1msXkHv84LKikJGKcfdGBu
"('Music For Morning People', 'Kid Koala')",0.569,0.625,227653,0.616,0.344,1,0.345,-14.372,1,0.23,142.114,4,0.546,7pQYcwA7MLxwLcgqyEfPvR
"('Free Again', 'Scott Down & Dj Cutler')",0.0247,0.506,194378,0.638,0,7,0.124,-4.779,1,0.0297,149.955,3,0.109,5DBz188AP1atzNFytyV0N7
"('Tell Me What You Want', 'The Pipettes')",0.0601,0.358,152467,0.903,0,7,0.337,-1.224,1,0.0397,124.779,4,0.654,3K7qF04RX3dQD7eEy2tZjI
"('Hideaway', 'Mystery Jets')",0.00781,0.501,212066,0.887,0,7,0.766,-4.718,1,0.0555,135.928,4,0.356,737L57KQaasXEXqHTy3ipu
"('You Can Do It Too', 'Pharrell & The Yessirs')",0.286,0.652,233305,0.757,0,1,0.0886,-6.819,1,0.153,159.911,4,0.962,6NPVjNh8Jhru9xOmyQigds
"('Run', 'Dive')",0.000165,0.51,148400,0.469,0.118,5,0.08,-8.872,0,0.0327,87.074,3,0.51,01llLPKoZZ6XtbOWCxP92h
"('Massacre/Canoes', 'Trevor Jones & Randy Edelman')",0.139,0.179,169067,0.236,0.826,0,0.197,-15.529,1,0.0419,78.045,3,0.138,28BMJNUEpAFUiPOBCk3Xw2
"('Hellhound', 'Misfits')",0.0647,0.258,75387,0.977,0,11,0.393,-7.435,0,0.18,114.516,4,0.0774,0ZTRhAecboOxF4aH5Qcaxs
